Image_ID,class,confidence,ymin,xmin,ymax,xmax
id_02i83lum2m.jpg,NEG,0.5,100,100,100,100
id_02i83lum2m.jpg,Trophozoite,0.5,100,100,100,100
id_02i83lum2m.jpg,WBC,0.5,100,100,100,100
id_02kpdbnrfn.jpg,NEG,0.5,100,100,100,100
id_02kpdbnrfn.jpg,Trophozoite,0.5,100,100,100,100
id_02kpdbnrfn.jpg,WBC,0.5,100,100,100,100
id_03e6tz6thd.jpg,NEG,0.5,100,100,100,100
id_03e6tz6thd.jpg,Trophozoite,0.5,100,100,100,100
id_03e6tz6thd.jpg,WBC,0.5,100,100,100,100
id_04g5qzuv79.jpg,NEG,0.5,100,100,100,100
id_04g5qzuv79.jpg,Trophozoite,0.5,100,100,100,100
id_04g5qzuv79.jpg,WBC,0.5,100,100,100,100
id_04z71hekrh.jpg,NEG,0.5,100,100,100,100
id_04z71hekrh.jpg,Trophozoite,0.5,100,100,100,100
id_04z71hekrh.jpg,WBC,0.5,100,100,100,100
id_052gicowtk.jpg,NEG,0.5,100,100,100,100
id_052gicowtk.jpg,Trophozoite,0.5,100,100,100,100
id_052gicowtk.jpg,WBC,0.5,100,100,100,100
id_06yg7qkp5p.jpg,NEG,0.5,100,100,100,100
id_06yg7qkp5p.jpg,Trophozoite,0.5,100,100,100,100
id_06yg7qkp5p.jpg,WBC,0.5,100,100,100,100
id_07mjegtal8.jpg,NEG,0.5,100,100,100,100
id_07mjegtal8.jpg,Trophozoite,0.5,100,100,100,100
id_07mjegtal8.jpg,WBC,0.5,100,100,100,100
id_0865cnb6wh.jpg,NEG,0.5,100,100,100,100
id_0865cnb6wh.jpg,Trophozoite,0.5,100,100,100,100
id_0865cnb6wh.jpg,WBC,0.5,100,100,100,100
id_09j11tkrz0.jpg,NEG,0.5,100,100,100,100
id_09j11tkrz0.jpg,Trophozoite,0.5,100,100,100,100
id_09j11tkrz0.jpg,WBC,0.5,100,100,100,100
id_09tkk7vrjp.jpg,NEG,0.5,100,100,100,100
id_09tkk7vrjp.jpg,Trophozoite,0.5,100,100,100,100
id_09tkk7vrjp.jpg,WBC,0.5,100,100,100,100
id_0aortwvs7u.jpg,NEG,0.5,100,100,100,100
id_0aortwvs7u.jpg,Trophozoite,0.5,100,100,100,100
id_0aortwvs7u.jpg,WBC,0.5,100,100,100,100
id_0au7q5gpof.jpg,NEG,0.5,100,100,100,100
id_0au7q5gpof.jpg,Trophozoite,0.5,100,100,100,100
id_0au7q5gpof.jpg,WBC,0.5,100,100,100,100
id_0b3uermx1i.jpg,NEG,0.5,100,100,100,100
id_0b3uermx1i.jpg,Trophozoite,0.5,100,100,100,100
id_0b3uermx1i.jpg,WBC,0.5,100,100,100,100
id_0b8bi821b0.jpg,NEG,0.5,100,100,100,100
id_0b8bi821b0.jpg,Trophozoite,0.5,100,100,100,100
id_0b8bi821b0.jpg,WBC,0.5,100,100,100,100
id_0ed0o3sm0b.jpg,NEG,0.5,100,100,100,100
id_0ed0o3sm0b.jpg,Trophozoite,0.5,100,100,100,100
id_0ed0o3sm0b.jpg,WBC,0.5,100,100,100,100
id_0fwcplj2bp.jpg,NEG,0.5,100,100,100,100
id_0fwcplj2bp.jpg,Trophozoite,0.5,100,100,100,100
id_0fwcplj2bp.jpg,WBC,0.5,100,100,100,100
id_0im3d5422y.jpg,NEG,0.5,100,100,100,100
id_0im3d5422y.jpg,Trophozoite,0.5,100,100,100,100
id_0im3d5422y.jpg,WBC,0.5,100,100,100,100
id_0kgwqjdhf8.jpg,NEG,0.5,100,100,100,100
id_0kgwqjdhf8.jpg,Trophozoite,0.5,100,100,100,100
id_0kgwqjdhf8.jpg,WBC,0.5,100,100,100,100
id_0lh5i2b87v.jpg,NEG,0.5,100,100,100,100
id_0lh5i2b87v.jpg,Trophozoite,0.5,100,100,100,100
id_0lh5i2b87v.jpg,WBC,0.5,100,100,100,100
id_0nqqhv08dd.jpg,NEG,0.5,100,100,100,100
id_0nqqhv08dd.jpg,Trophozoite,0.5,100,100,100,100
id_0nqqhv08dd.jpg,WBC,0.5,100,100,100,100
id_0pe2aog64j.jpg,NEG,0.5,100,100,100,100
id_0pe2aog64j.jpg,Trophozoite,0.5,100,100,100,100
id_0pe2aog64j.jpg,WBC,0.5,100,100,100,100
id_0qhxe5d0rp.jpg,NEG,0.5,100,100,100,100
id_0qhxe5d0rp.jpg,Trophozoite,0.5,100,100,100,100
id_0qhxe5d0rp.jpg,WBC,0.5,100,100,100,100
id_0s3fhxftmh.jpg,NEG,0.5,100,100,100,100
id_0s3fhxftmh.jpg,Trophozoite,0.5,100,100,100,100
id_0s3fhxftmh.jpg,WBC,0.5,100,100,100,100
id_0uowp1hrs8.jpg,NEG,0.5,100,100,100,100
id_0uowp1hrs8.jpg,Trophozoite,0.5,100,100,100,100
id_0uowp1hrs8.jpg,WBC,0.5,100,100,100,100
id_101shg43c9.jpg,NEG,0.5,100,100,100,100
id_101shg43c9.jpg,Trophozoite,0.5,100,100,100,100
id_101shg43c9.jpg,WBC,0.5,100,100,100,100
id_10bea4k4zs.jpg,NEG,0.5,100,100,100,100
id_10bea4k4zs.jpg,Trophozoite,0.5,100,100,100,100
id_10bea4k4zs.jpg,WBC,0.5,100,100,100,100
id_10bpnyj4yo.jpg,NEG,0.5,100,100,100,100
id_10bpnyj4yo.jpg,Trophozoite,0.5,100,100,100,100
id_10bpnyj4yo.jpg,WBC,0.5,100,100,100,100
id_16wma1cctx.jpg,NEG,0.5,100,100,100,100
id_16wma1cctx.jpg,Trophozoite,0.5,100,100,100,100
id_16wma1cctx.jpg,WBC,0.5,100,100,100,100
id_179r8fbkhc.jpg,NEG,0.5,100,100,100,100
id_179r8fbkhc.jpg,Trophozoite,0.5,100,100,100,100
id_179r8fbkhc.jpg,WBC,0.5,100,100,100,100
